var,cohort,module,iscategorical,pvalue,std_error,N,coef,var_desc,percmissing,ratiocovdatapoints,unique_val_counts,h,adj_p
LBXVBM,0,40,0,0.673621984,0.022684679,4491,0.009620107,Blood Bromodichloromethane (pg/mL),0.864324637,0.002226676,820,0,0.785495599
LBXVBZ,0,40,0,0.015225783,0.024965429,4559,0.062942067,Blood Benzene (ng/mL),0.863263731,0.002193463,473,1,0.039877052
LBXVCF,0,40,0,0.605848636,0.021274263,4274,0.011060928,Blood Chloroform (pg/mL),0.870593625,0.002339729,763,0,0.716595161
LBXVCM,0,40,0,0.112727468,0.022096231,4493,0.0357771,Blood Dibromochloromethane (pg/mL),0.864445195,0.002225684,807,0,0.198779515
LBXVCT,0,40,0,0.797393267,0.022109848,4472,-0.005709081,Blood Carbon Tetrachloride (ng/mL),0.865626658,0.002236136,172,0,0.877132593
LBXVDB,0,40,0,0.045069721,0.020743919,4492,0.042761623,"Blood 1,4-Dichlorobenzene (ng/mL)",0.864589864,0.00222618,737,0,0.094132961
LBXVEB,0,40,0,0.001022043,0.019605519,4556,0.068485209,Blood Ethylbenzene (ng/mL),0.86307084,0.002194908,493,1,0.003876716
LBXVIA,0,21,0,2.81E-10,0.011324795,17510,-0.089356047,Retinol(ug/dL),0.268433235,0.000571102,3846,1,6.19E-09
LBXVIC,0,21,0,6.93E-11,0.017050406,9008,-0.212517401,Vitamin C (mg/dL),0.287787005,0.001110124,293,1,2.54E-09
LBXVID,0,21,0,2.70E-08,0.01196567,13709,-0.085160622,Vitamin D (ng/mL),0.225395919,0.000729448,73,1,4.45E-07
LBXVIE,0,21,0,1.44E-10,0.009001025,17480,-0.072725588,Vitamin E (ug/dL),0.269711144,0.000572082,7861,1,4.33E-09
LBXVME,0,40,0,0.221943393,0.023603837,4277,0.029297243,Blood MTBE (pg/mL),0.870545402,0.002338087,906,0,0.34385596
LBXVOX,0,40,0,0.019101687,0.019622304,4785,0.047558276,Blood o-Xylene (ng/mL),0.856657183,0.002089864,488,1,0.047754219
LBXVST,0,40,0,0.011754917,0.021250713,4462,0.0556195,Blood Styrene (ng/mL),0.866759898,0.002241147,527,1,0.032058866
LBXVTC,0,40,0,0.542642863,0.013207313,4622,-0.00809746,Blood Trichloroethene (ng/mL),0.860683802,0.002163566,148,0,0.658353474
LBXVTO,0,40,0,0.000361379,0.02211187,4660,0.084754686,Blood Toluene (ng/mL),0.860225684,0.002145923,632,1,0.001728335
LBXVXY,0,40,0,0.003041551,0.01876466,4701,0.058516917,Blood m-/p-Xylene (ng/mL),0.858754883,0.002127207,548,1,0.009937739
LBXWBCSI,0,5,0,0.000638386,0.009125205,17790,0.033296063,White blood cell count (1000 cells/uL),0.18703284,0.000562114,179,1,0.00273594
LBXWBF,0,40,0,0.031368723,0.017140693,5026,0.037983398,Water Bromoform (ng/mL),0.846940252,0.001989654,652,0,0.070440418
LBXWBM,0,40,0,0.595700465,0.016918906,5024,0.009036064,Water Bromodichloromethane (ng/mL),0.846940252,0.001990446,750,0,0.707126451
LBXWCF,0,40,0,0.151783396,0.01924131,5022,-0.028014445,Water Chloroform (ng/mL),0.84691614,0.001991239,816,0,0.251701109
LBXWCM,0,40,0,0.089639513,0.017927571,5043,0.031043137,Water Dibromochloromethane (ng/mL),0.84643391,0.001982947,743,0,0.166185615
LBXWME,0,40,0,0.373632241,0.021397601,4945,-0.019212805,Water MTBE (ng/mL),0.849303178,0.002022245,299,0,0.495424194
MDIS,0,6,0,0.022888484,0.011351374,14741,0.026666851,mean diastolic,0.372233206,0.00067838,218,0,0.054339566
MSYS,0,6,0,0.019449113,0.008451327,14741,0.020421142,mean systolic,0.372233206,0.00067838,241,1,0.04789707
TELOMEAN,0,1,0,0.001666606,0.019873685,6848,-0.072728118,Mean Telomere Length,0.627356694,0.00146028,6848,1,0.006043736
URX14D,0,25,0,0.000373313,0.015432979,5413,0.058993883,"2,5-dichlorophenol (ug/L)",0.757558953,0.001847404,1923,1,0.001759904
URX1TB,0,25,0,0.338562608,0.02136526,5415,0.02064856,"2,4,5-trichlorophenol (ug/L)",0.757583064,0.001846722,207,0,0.465523587
URX24D,0,25,0,0.56370483,0.035297846,2354,-0.020741815,"2,4-D (ug/L)",0.843217889,0.004248088,178,0,0.676445796
URX3TB,0,25,0,0.284832125,0.02122712,5414,0.022954074,"2,4,6-trichlorophenol (ug/L)",0.757534841,0.001847063,684,0,0.408008999
URX4FP,0,25,0,0.000323324,0.024266052,2418,0.106242898,4-fluoro-3-phenoxybenzoic (ug/L) acid,0.762092935,0.004135649,25,1,0.001592493
URX4TO,0,27,0,0.758752127,0.031375639,3016,-0.009768996,Urinary 4-tert-octyl phenol (ng/mL),0.752564729,0.00331565,48,0,0.848773566
URXATZ,0,25,0,0.831230506,0.034861738,2353,-0.007532824,Atrazine mercapturate (ug/L),0.769091602,0.004249894,31,0,0.905300551
URXBP3,0,27,0,0.976926146,0.021427156,3016,0.000627533,Urinary Benzophenone-3 (ng/mL),0.752564729,0.00331565,1002,0,0.979895526
URXBPH,0,27,0,0.000519418,0.020941366,3016,0.086482308,Urinary Bisphenol A (ng/mL),0.752564729,0.00331565,248,1,0.002308393
URXCBF,0,25,0,0.453887044,0.023279452,3858,-0.017637397,Carbofuranphenol (ug/L),0.76180685,0.002592017,59,0,0.567358804
URXCCC,0,25,0,0.73818169,0.023825759,2422,-0.008081625,cis dichlorovnl-dimeth carboacid (ug/L),0.761997715,0.004128819,181,0,0.828571285
URXCPM,0,25,0,0.068298168,0.019296734,2413,0.037297889,"3,5,6-trichloropyridinol (ug/L)",0.761712055,0.004144219,713,0,0.132578796
URXDAZ,0,30,0,6.18E-07,0.015815653,6042,0.090554035,Daidzein (ng/mL),0.747576795,0.001655081,2455,1,7.03E-06
URXDCB,0,25,0,0.164740598,0.02807652,3017,0.04049026,"2,4-dichlorophenol (ug/L) result",0.752173913,0.003314551,328,0,0.270469638
URXDEE,0,25,0,0.083436082,0.033912292,2429,-0.06196126,DEET (ug/L),0.760950295,0.004116921,84,0,0.15620264
URXDIZ,0,25,0,0.16720675,0.021715447,2367,-0.031187737,Oxypyrimidine (ug/L),0.767377642,0.004224757,206,0,0.271813929
URXDMA,0,30,0,0.005173803,0.015998093,5886,0.046830064,O-Desmethylangolensin (O-DMA) (ng/mL),0.754689685,0.001698947,1506,1,0.015237036
URXDPY,0,25,0,0.71685841,0.031604107,3042,0.01162518,Diethamino-methpyrimidin-ol/one (ug/L),0.7432541,0.003287311,97,0,0.815735432
URXECP,0,28,0,0.003301964,0.023567904,3048,0.078593173,Mono-2-ethyl-5-carboxypentyl phthalate,0.748265755,0.00328084,1272,1,0.010377601
URXEQU,0,30,0,0.258438048,0.019124157,5838,-0.021866099,Equol (ng/mL),0.756642716,0.001712915,1587,0,0.384371665
URXETD,0,30,0,0.001217048,0.017903469,6026,-0.061490533,Enterodiol (ng/mL),0.748203694,0.001659476,2233,1,0.00456393
URXETL,0,30,0,0.000211098,0.017209703,6041,-0.068899543,Enterolactone (ng/mL),0.747697353,0.001655355,2622,1,0.001142004
URXGNS,0,30,0,0.000258153,0.017395618,6044,0.068539843,Genistein (ng/mL),0.747480349,0.001654533,2173,1,0.001331099
URXMBP,0,28,0,0.037183966,0.020057331,6042,0.042964184,Mono-n-butyl phthalate,0.747408015,0.001655081,1199,0,0.079014177
URXMC1,0,28,0,0.000524635,0.018293066,4676,0.06986851,Mono-(3-carboxypropyl) phthalate,0.74816719,0.00213858,279,1,0.002308393
URXMCP,0,28,0,0.258628495,0.022227829,6042,-0.025404465,Mono-cyclohexyl phthalate,0.747408015,0.001655081,57,0,0.384371665
URXMEP,0,28,0,0.028458316,0.020856122,6038,0.047085586,Mono-ethyl phthalate,0.747528572,0.001656178,4211,0,0.065216975
URXMET,0,25,0,0.545073529,0.021194707,3087,0.01304836,Metolachlor mercapturate (ug/L),0.740135154,0.003239391,35,0,0.658880089
URXMHH,0,28,0,1.03E-06,0.017207808,4676,0.101609311,Mono-(2-ethyl-5-hydroxyhexyl) phthalate,0.74816719,0.00213858,1265,1,1.12E-05
URXMHP,0,28,0,0.008091766,0.018119803,6042,0.050024367,Mono-(2-ethyl)-hexyl phthalate,0.747408015,0.001655081,546,1,0.022629516
URXMIB,0,28,0,0.005217531,0.01884602,4676,0.056154624,Mono-isobutyl phthalate,0.74816719,0.00213858,410,1,0.015237036
URXMNM,0,28,0,0.711778931,0.016844401,4676,-0.006274263,Mono-n-methyl phthalate,0.74816719,0.00213858,296,0,0.812757949
URXMNP,0,28,0,0.719832784,0.018357167,6042,0.006622451,Mono-isononyl phthalate,0.747408015,0.001655081,123,0,0.816305219
URXMOH,0,28,0,5.54E-07,0.01664867,4676,0.101713341,Mono-(2-ethyl-5-oxohexl) phthalate,0.74816719,0.00213858,1029,1,6.53E-06
URXMOP,0,28,0,0.820350523,0.021370727,6042,0.004879285,Mono-n-octyl phthalate,0.747408015,0.001655081,63,0,0.896409512
URXMZP,0,28,0,0.000728343,0.018447858,6042,0.06651419,Mono-benzyl phthalate,0.747408015,0.001655081,1013,1,0.002970023
URXNT,0,4,0,5.35E-05,0.015015448,8285,0.077753096,N-Telopeptides (nmol BCE),0.448676443,0.001207001,1556,1,0.000376715
URXOP1,0,11,0,0.002000803,0.024384331,3893,-0.081633518,Dimethylphosphate (ug/L),0.760328985,0.002568713,940,1,0.007017229
URXOP2,0,11,0,0.00421305,0.021910848,3875,-0.067218679,Diethylphosphate (ug/L),0.761614085,0.002580645,955,1,0.012755104
URXOP3,0,11,0,0.000252825,0.023470399,3892,-0.095902433,Dimethylthiophosphate (ug/L),0.76039324,0.002569373,1206,1,0.001324322
URXOP4,0,11,0,8.15E-06,0.023814844,3858,-0.125018802,Diethylthiophosphate (ug/L),0.762674292,0.002592017,506,1,7.27E-05
URXOP5,0,11,0,3.44E-05,0.019674031,3874,-0.093772126,Dimethyldithiophosphate (ug/L),0.76154983,0.002581311,583,1,0.00025831
URXOP6,0,11,0,0.181041198,0.023710375,3891,-0.032378146,Diethyldithiophosphate (ug/L),0.760457495,0.002570033,179,0,0.290017453
URXOPM,0,11,0,0.094986173,0.023835566,2439,0.041883897,3-phenoxybenzoic (ug/L) acid result,0.759760046,0.004100041,343,0,0.172454929
URXOPP,0,25,0,0.226277585,0.017616915,5441,-0.021587981,O-Phenyl phenol (ug/L),0.756642716,0.001837897,229,0,0.348932724
URXP01,0,19,0,0.970941533,0.022152481,3142,0.000817118,1-napthol,0.747507207,0.003182686,2910,0,0.976861908
URXP02,0,19,0,0.000113675,0.020589108,3133,0.098454539,2-napthol,0.748452342,0.003191829,2947,1,0.000682052
URXP03,0,19,0,1.44E-06,0.018836718,4307,0.109783337,3-fluorene (ng/L),0.757148365,0.002321802,2463,1,1.48E-05
URXP04,0,19,0,9.62E-06,0.018570209,4324,0.09645513,2-fluorene (ng/L),0.75644156,0.002312673,3142,1,7.94E-05
URXP05,0,19,0,0.000857801,0.016623243,4248,0.060771449,3-phenanthrene (ng/L),0.760136221,0.002354049,2182,1,0.003410536
URXP06,0,19,0,0.052862133,0.022392333,4271,0.044919603,1-phenanthrene (ng/L),0.759590053,0.002341372,2392,0,0.107021497
URXP07,0,19,0,0.000419091,0.017064489,4234,0.066717936,2-phenanthrene (ng/L),0.761196427,0.002361833,1866,1,0.001920834
URXP08,0,19,0,0.377860771,0.027843022,4122,0.024878261,1-benzo[c] phenanthrene (ng/L),0.768392983,0.002426007,328,0,0.498776218
URXP09,0,19,0,0.033436409,0.026923992,1175,0.085701361,3-fluoranthene (ng/L),0.893496477,0.008510638,473,0,0.074053792
URXP10,0,19,0,6.97E-06,0.015415072,4313,0.081727587,1-pyrene (ng/L),0.756666452,0.002318572,1917,1,6.39E-05
URXP11,0,19,0,0.071692316,0.024830733,4104,-0.046161704,2-benzo[c] phenanthrene (ng/L),0.769003406,0.002436647,221,0,0.138353591
URXP12,0,19,0,0.529279107,0.026870761,4063,0.017079607,1-benzo[a] anthracene (ng/L),0.771027437,0.002461236,176,0,0.646896687
URXP13,0,19,0,0.853283547,0.022317289,4177,-0.00415866,6-chrysene (ng/L),0.764505558,0.002394063,270,0,0.914232372
URXP14,0,19,0,0.911631137,0.021583619,4122,0.002413276,3-benzo[c] phenanthrene (ng/L),0.767814689,0.002426007,172,0,0.950019491
URXP15,0,19,0,0.054249986,0.020115817,4128,-0.040106038,3-chrysene (ng/L),0.767140012,0.002422481,175,0,0.108499971
URXP16,0,19,0,0.988784757,0.027870357,4086,0.000394656,3-benz[a] anthracene (ng/L),0.770898927,0.002447381,209,0,0.988784757
URXP17,0,19,0,0.31147927,0.026082518,3088,0.027083889,9-fluorene,0.751949341,0.003238342,1991,0,0.437396421
URXP19,0,19,0,0.267685666,0.023706134,3052,-0.027029055,4-phenanthrene,0.755021029,0.00327654,972,0,0.387439779
URXP20,0,19,0,0.139097833,0.02249127,2959,-0.034649119,1-chrysene,0.763385473,0.00337952,381,0,0.235396333
URXP21,0,19,0,0.852524371,0.032093139,2944,-0.006043744,2-chrysene,0.764236095,0.003396739,105,0,0.914232372
URXP22,0,19,0,0.012258203,0.021087713,2984,0.058059869,4-chrysene,0.760266528,0.003351206,123,1,0.033157433
URXP24,0,19,0,0.025248332,0.025761333,2935,-0.062302126,3-benzo(a) pyrene,0.764047068,0.003407155,317,0,0.05909184
URXPAR,0,25,0,0.079213778,0.02656238,2396,-0.049267374,Paranitrophenol (ug/L),0.763664064,0.004173623,376,0,0.149374553
URXPCP,0,25,0,0.096533972,0.018085185,3833,0.030910629,Pentachlorophenol (ug/L),0.763027694,0.002608923,351,0,0.174077654
URXTCC,0,25,0,0.76770018,0.021678443,3810,-0.006454918,"Dichlorvinyl dimeth-prop carboacid, ug/L",0.76485896,0.002624672,290,0,0.852190303
URXTRS,0,25,0,0.25252265,0.023637402,3016,0.027851004,Urinary Triclosan (ng/mL),0.752564729,0.00331565,971,0,0.378783975
URXUAB,0,16,0,1.13E-05,0.019107535,3143,-0.110824893,Urinary Arsenobetaine (ug/L),0.747874939,0.003181674,864,1,8.85E-05
URXUAC,0,16,0,0.12492045,0.029430586,3143,-0.047136166,Urinary Arsenocholine (ug/L),0.747874939,0.003181674,52,0,0.213594551
URXUAS,0,16,0,0.000536296,0.023982767,3127,-0.098714544,Urinary total Arsenic (ug/L),0.749242794,0.003197953,1534,1,0.002328655
URXUAS3,0,16,0,0.769553668,0.018136583,3143,0.005385974,Urinary Arsenous acid (ug/L),0.747874939,0.003181674,60,0,0.852190303
URXUAS5,0,16,0,0.630020729,0.036662796,3143,0.017935513,Urinary Arsenic acid (ug/L),0.747874939,0.003181674,65,0,0.7372583
URXUBA,0,16,0,0.019441285,0.018001885,5834,0.043501347,"Barium, urine (ng/mL)",0.758788639,0.00171409,840,1,0.04789707
URXUCD,0,16,0,0.002639669,0.016408558,5844,0.051989221,"Cadmium, urine (ng/mL)",0.757293726,0.001711157,3303,1,0.008798898
URXUCO,0,16,0,0.00257659,0.015724447,5961,0.049955091,"Cobalt, urine (ng/mL)",0.751916864,0.001677571,878,1,0.008676272
URXUCR,0,4,0,2.28E-10,0.009358007,18171,0.074396137,"Creatinine, urine (mg/dL)",0.238993104,0.000550327,471,1,5.37E-09
URXUCRSI,0,4,0,2.42E-07,0.011777872,13430,0.07568073,"Creatinine, urine (umol/L)",0.238000386,0.000744602,461,1,3.08E-06
URXUCS,0,16,0,0.167038219,0.018743701,5960,-0.026290057,"Cesium, urine (ng/mL)",0.751940975,0.001677852,1312,0,0.271813929
URXUDMA,0,16,0,0.0051179,0.023334169,3143,-0.073342928,Urinary Dimethylarsonic acid (ug/L),0.747874939,0.003181674,706,1,0.01521538
URXUHG,0,16,0,0.051851977,0.017695521,5865,-0.035266183,"Mercury, urine (ng/mL)",0.787240199,0.00170503,598,0,0.10628045
URXUIO,0,16,0,0.059081065,0.020836918,4729,-0.040655801,"Iodine, urine (ng/mL)",0.745723444,0.002114612,1946,0,0.116747014
URXUMA,0,4,0,3.17E-09,0.008537072,18172,0.06153197,"Albumin, urine (ug/mL)",0.238993104,0.000550297,1593,1,5.50E-08
URXUMASI,0,4,0,1.48E-07,0.010153414,13431,0.066946933,"Albumin, urine (mg/L) SI",0.237968258,0.000744546,1377,1,2.12E-06
URXUMMA,0,16,0,0.046546434,0.020864403,3142,-0.044268418,Urinary Monomethylacrsonic acid (ug/L),0.747923791,0.003182686,182,0,0.096002021
URXUMO,0,16,0,0.031378004,0.016194072,5854,0.035883644,"Molybdenum, urine (ng/mL)",0.756932054,0.001708234,1604,0,0.070440418
URXUPB,0,16,0,0.382234082,0.016799533,5961,0.014812453,"Lead, urine (ng/mL)",0.751916864,0.001677571,402,0,0.502538833
URXUPT,0,16,0,0.806703387,0.028515047,5961,0.007014939,"Platinum, urine (ng/mL)",0.751916864,0.001677571,49,0,0.88442564
URXUSB,0,16,0,6.07E-05,0.019809591,5866,0.086931861,"Antimony, urine (ng/mL)",0.756473935,0.001704739,375,1,0.000409015
URXUTL,0,16,0,0.000127279,0.017191998,5919,-0.071541445,"Thallium, urine (ng/mL)",0.754062786,0.001689475,472,1,0.000750035
URXUTU,0,16,0,0.13040406,0.016651758,5888,0.025615701,"Tungsten, urine (ng/mL)",0.75589526,0.00169837,478,0,0.22182134
URXUUR,0,16,0,0.032371839,0.019352547,4681,0.043126164,"Uranium, urinary (ug/L)",0.75172173,0.002136296,392,0,0.072180452
any_cancer_self_report,0,13,1,0.017094925,0.037382056,16586,0.09228603,Any cancer or malignancy?,0.510970729,0.007062147,2,1,0.043394811
any_diabetes,0,13,1,0.238713894,0.030591309,18370,-0.036487567,Any Diabetes (FBG >= 126 mg/dL or self-report),0.054443748,0.005186722,2,0,0.366398071
any_family_cad,0,13,1,0.008354859,0.020343506,16251,0.055916826,Any family with heart attack or angina?,0.52230313,0.00210837,2,1,0.023168937
any_ht,0,13,1,0.076431193,0.026814923,18432,0.048534929,Any Hypertension? (BP >= 139/90 or self report),0.400395428,0.001814882,2,0,0.144955711
ascvd_10y_accaha_lab,0,13,0,9.43E-06,0.006711841,14055,0.033170289,ACC/AHA Risk Score 10 years,0.623065053,0.000711491,14052,1,7.94E-05
ascvd_10y_frs_lab,0,13,0,2.95E-09,0.003720104,14055,0.026884945,Framingham Risk Score 10 years,0.623065053,0.000711491,14050,1,5.42E-08
ascvd_10y_frs_simple_lab,0,13,0,3.12E-06,0.003022073,14521,0.015906121,Simple Framingham Risk Score 10 years,0.6084776,0.000688658,14516,1,3.03E-05
cad,0,13,1,0.731945708,0.047836979,16526,0.016479763,Any CAD (self report),0.513357766,0.013908206,2,0,0.827198917
current_asthma,0,13,1,0.113244088,0.041022295,17356,0.066154498,Current asthma?,0.104933211,0.009149131,2,0,0.198779515
ever_arthritis,0,13,1,0.002020111,0.023824923,16578,0.077707845,Ever arthritis?,0.511163621,0.002372479,2,1,0.007017229
ever_asthma,0,13,1,0.436780203,0.032336981,18492,0.025354057,Ever asthma?,0.050513575,0.004486317,2,0,0.554374873
ever_osteo_arthritis,0,13,1,0.591514433,0.038998791,13669,0.02106667,Ever osteo arthritis?,0.598784781,0.007656968,2,0,0.704692285
ever_rheumatoid_arthritis,0,13,1,0.169226854,0.061088293,13289,0.085234565,Ever rheumatoid arthritis?,0.609225057,0.010799136,2,0,0.27241396
metabolic_syndrome,0,13,1,7.30E-05,0.033378766,15253,0.144606025,Metabolic Syndrome (examination+questions),0.409847133,0.001642845,2,1,0.000462956
metabolic_syndrome_examination,0,13,1,0.00072508,0.035118876,14382,0.126673848,Metabolic Syndrome (examination),0.43890148,0.002272211,2,1,0.002970023
physical_activity,0,29,1,0.021872325,0.034247663,17112,-0.081100027,Physical Activity (MET-based rank),0.447219945,0.003286231,4,0,0.052303386
t2d,0,13,1,0.416427335,0.038273461,8707,-0.031367961,Fasting Glucose (mg/dL) >= 126,0.692023919,0.012755102,2,0,0.536800862
