var,cohort,module,iscategorical,pvalue,std_error,N,coef,var_desc,percmissing,ratiocovdatapoints,unique_val_counts,h,adj_p
LBXVBZ,0,40,0,0.228117054,0.023975903,4559,0.029286763,Blood Benzene (ng/mL),0.863263731,0.002193463,473,0,0.388034164
LBXVCF,0,40,0,0.597936368,0.022395055,4274,0.011900885,Blood Chloroform (pg/mL),0.870593625,0.002339729,763,0,0.733297016
LBXVCM,0,40,0,0.116810851,0.022258858,4493,0.035625231,Blood Dibromochloromethane (pg/mL),0.864445195,0.002225684,807,0,0.237948031
LBXVCT,0,40,0,0.582186008,0.015243192,4472,0.008446438,Blood Carbon Tetrachloride (ng/mL),0.865626658,0.002236136,172,0,0.722260837
LBXVDB,0,40,0,0.524599635,0.014787454,4492,0.009482762,"Blood 1,4-Dichlorobenzene (ng/mL)",0.864589864,0.00222618,737,0,0.673610426
LBXVEB,0,40,0,0.246443779,0.021781466,4556,0.025550912,Blood Ethylbenzene (ng/mL),0.86307084,0.002194908,493,0,0.407637375
LBXVIA,0,21,0,8.01E-08,0.011405795,17510,-0.071876484,Retinol(ug/dL),0.268433235,0.000571102,3846,1,2.20E-06
LBXVIC,0,21,0,0.00021481,0.021141287,9008,-0.095301624,Vitamin C (mg/dL),0.287787005,0.001110124,293,1,0.001687792
LBXVID,0,21,0,0.058215914,0.011872725,13709,-0.023249082,Vitamin D (ng/mL),0.225395919,0.000729448,73,0,0.143165947
LBXVIE,0,21,0,0.00033003,0.011138348,17480,-0.043016351,Vitamin E (ug/dL),0.269711144,0.000572082,7861,1,0.002475224
LBXVME,0,40,0,0.357818267,0.023492844,4277,0.021860934,Blood MTBE (pg/mL),0.870545402,0.002338087,906,0,0.524800125
LBXVOX,0,40,0,0.132032662,0.021326024,4785,0.032664655,Blood o-Xylene (ng/mL),0.856657183,0.002089864,488,0,0.254935883
LBXVST,0,40,0,0.113884819,0.019028522,4462,0.030630471,Blood Styrene (ng/mL),0.866759898,0.002241147,527,0,0.234887439
LBXVTC,0,40,0,0.955835922,0.016954458,4622,-0.000943751,Blood Trichloroethene (ng/mL),0.860683802,0.002163566,148,0,0.987913773
LBXVTO,0,40,0,0.011424286,0.021652787,4660,0.056912568,Blood Toluene (ng/mL),0.860225684,0.002145923,632,1,0.04435311
LBXVXY,0,40,0,0.096640626,0.022138221,4701,0.037499007,Blood m-/p-Xylene (ng/mL),0.858754883,0.002127207,548,0,0.208432263
LBXWBCSI,0,5,0,1.05E-06,0.006938077,17790,0.038685817,White blood cell count (1000 cells/uL),0.18703284,0.000562114,179,1,2.16E-05
LBXWBF,0,40,0,0.266740325,0.018968008,5026,0.021308719,Water Bromoform (ng/mL),0.846940252,0.001989654,652,0,0.428612778
LBXWBM,0,40,0,0.872381352,0.018214328,5024,-0.002941203,Water Bromodichloromethane (ng/mL),0.846940252,0.001990446,750,0,0.947118014
LBXWCF,0,40,0,0.343105214,0.022109947,5022,-0.021166306,Water Chloroform (ng/mL),0.84691614,0.001991239,816,0,0.510021265
LBXWCM,0,40,0,0.669566647,0.0195153,5043,0.00837846,Water Dibromochloromethane (ng/mL),0.84643391,0.001982947,743,0,0.794809329
LBXWME,0,40,0,0.912554691,0.021705634,4945,0.002395983,Water MTBE (ng/mL),0.849303178,0.002022245,299,0,0.974572971
MDIS,0,6,0,0.922949555,0.011001443,14741,-0.001069542,mean diastolic,0.372233206,0.00067838,218,0,0.979335541
MSYS,0,6,0,0.865592117,0.009341681,14741,0.001589495,mean systolic,0.372233206,0.00067838,241,0,0.947118014
TELOMEAN,0,1,0,0.094001452,0.019250563,6848,-0.033936131,Mean Telomere Length,0.627356694,0.00146028,6848,0,0.205433637
URX14D,0,25,0,0.245367649,0.016943522,5413,0.019921701,"2,5-dichlorophenol (ug/L)",0.757558953,0.001847404,1923,0,0.407637375
URX1TB,0,25,0,0.059636026,0.02058249,5415,0.039687043,"2,4,5-trichlorophenol (ug/L)",0.757583064,0.001846722,207,0,0.144705064
URX24D,0,25,0,0.655541973,0.037865094,2354,0.017160239,"2,4-D (ug/L)",0.843217889,0.004248088,178,0,0.793604296
URX3TB,0,25,0,0.130045332,0.019448836,5414,0.029947106,"2,4,6-trichlorophenol (ug/L)",0.757534841,0.001847063,684,0,0.254935883
URX4FP,0,25,0,0.573315668,0.018252528,2418,-0.010460035,4-fluoro-3-phenoxybenzoic (ug/L) acid,0.762092935,0.004135649,25,0,0.715895518
URX4TO,0,27,0,0.258323256,0.027238647,3016,0.031691972,Urinary 4-tert-octyl phenol (ng/mL),0.752564729,0.00331565,48,0,0.419934356
URXATZ,0,25,0,0.285894442,0.034265763,2353,0.037626254,Atrazine mercapturate (ug/L),0.769091602,0.004249894,31,0,0.449262695
URXBP3,0,27,0,0.50958833,0.025984718,3016,0.017448581,Urinary Benzophenone-3 (ng/mL),0.752564729,0.00331565,1002,0,0.668737382
URXBPH,0,27,0,0.000982399,0.018228007,3016,0.070307626,Urinary Bisphenol A (ng/mL),0.752564729,0.00331565,248,1,0.00600355
URXCBF,0,25,0,0.181254539,0.023406098,3858,0.031946593,Carbofuranphenol (ug/L),0.76180685,0.002592017,59,0,0.328648339
URXCCC,0,25,0,0.42175795,0.022092623,2422,-0.018140847,cis dichlorovnl-dimeth carboacid (ug/L),0.761997715,0.004128819,181,0,0.589746286
URXCPM,0,25,0,0.041850662,0.02330357,2413,0.050854061,"3,5,6-trichloropyridinol (ug/L)",0.761712055,0.004144219,713,0,0.112282264
URXDAZ,0,30,0,7.49E-06,0.014313305,6042,0.071700442,Daidzein (ng/mL),0.747576795,0.001655081,2455,1,9.63E-05
URXDCB,0,25,0,0.067001719,0.021413702,3017,0.041478078,"2,4-dichlorophenol (ug/L) result",0.752173913,0.003314551,328,0,0.159068829
URXDEE,0,25,0,0.506238339,0.028619647,2429,-0.019390604,DEET (ug/L),0.760950295,0.004116921,84,0,0.668234607
URXDIZ,0,25,0,0.666146636,0.026331804,2367,0.011539935,Oxypyrimidine (ug/L),0.767377642,0.004224757,206,0,0.793604296
URXDMA,0,30,0,0.000587343,0.016607628,5886,0.061050261,O-Desmethylangolensin (O-DMA) (ng/mL),0.754689685,0.001698947,1506,1,0.003800452
URXDPY,0,25,0,0.663393007,0.026787469,3042,0.011833986,Diethamino-methpyrimidin-ol/one (ug/L),0.7432541,0.003287311,97,0,0.793604296
URXECP,0,28,0,0.087315712,0.027852274,3048,0.050074173,Mono-2-ethyl-5-carboxypentyl phthalate,0.748265755,0.00328084,1272,0,0.192094567
URXEQU,0,30,0,0.793479574,0.018271977,5838,-0.004809673,Equol (ng/mL),0.756642716,0.001712915,1587,0,0.909195345
URXETD,0,30,0,0.029015475,0.018759634,6026,-0.04219754,Enterodiol (ng/mL),0.748203694,0.001659476,2233,0,0.083992164
URXETL,0,30,0,0.00238745,0.0134296,6041,-0.043022735,Enterolactone (ng/mL),0.747697353,0.001655355,2622,1,0.012915711
URXGNS,0,30,0,0.000391522,0.01657255,6044,0.06309673,Genistein (ng/mL),0.747480349,0.001654533,2173,1,0.002859795
URXMBP,0,28,0,0.018033838,0.017743467,6042,0.043419844,Mono-n-butyl phthalate,0.747408015,0.001655081,1199,0,0.057778317
URXMC1,0,28,0,0.00235184,0.021152036,4676,0.069385176,Mono-(3-carboxypropyl) phthalate,0.74816719,0.00213858,279,1,0.012915711
URXMCP,0,28,0,0.155784665,0.024772466,6042,-0.035711238,Mono-cyclohexyl phthalate,0.747408015,0.001655081,57,0,0.288814266
URXMEP,0,28,0,0.005939848,0.016103077,6038,0.046319006,Mono-ethyl phthalate,0.747528572,0.001656178,4211,1,0.02812822
URXMET,0,25,0,0.41785918,0.023790697,3087,0.019680753,Metolachlor mercapturate (ug/L),0.740135154,0.003239391,35,0,0.589288588
URXMHH,0,28,0,0.006121001,0.019095046,4676,0.055715836,Mono-(2-ethyl-5-hydroxyhexyl) phthalate,0.74816719,0.00213858,1265,1,0.028449723
URXMHP,0,28,0,0.201548879,0.016525946,6042,0.021393379,Mono-(2-ethyl)-hexyl phthalate,0.747408015,0.001655081,546,0,0.350651445
URXMIB,0,28,0,0.148991557,0.02078397,4676,0.030668835,Mono-isobutyl phthalate,0.74816719,0.00213858,410,0,0.279359168
URXMNM,0,28,0,0.067694544,0.014582226,4676,0.027493773,Mono-n-methyl phthalate,0.74816719,0.00213858,296,0,0.159565711
URXMNP,0,28,0,0.373257239,0.017058256,6042,-0.01532865,Mono-isononyl phthalate,0.747408015,0.001655081,123,0,0.54024074
URXMOH,0,28,0,0.007295464,0.01898431,4676,0.054089197,Mono-(2-ethyl-5-oxohexl) phthalate,0.74816719,0.00213858,1029,1,0.032317062
URXMOP,0,28,0,0.456548378,0.019391912,6042,-0.01455344,Mono-n-octyl phthalate,0.747408015,0.001655081,63,0,0.62775402
URXMZP,0,28,0,0.000121316,0.015312247,6042,0.063946425,Mono-benzyl phthalate,0.747408015,0.001655081,1013,1,0.001112067
URXNT,0,4,0,0.003681398,0.018717159,8285,0.061953935,N-Telopeptides (nmol BCE),0.448676443,0.001207001,1556,1,0.018690176
URXOP1,0,11,0,0.098443512,0.023161916,3893,-0.039353274,Dimethylphosphate (ug/L),0.760328985,0.002568713,940,0,0.208432263
URXOP2,0,11,0,0.022263126,0.022757957,3875,-0.054510588,Diethylphosphate (ug/L),0.761614085,0.002580645,955,0,0.068026218
URXOP3,0,11,0,0.002844759,0.021423894,3892,-0.068914124,Dimethylthiophosphate (ug/L),0.76039324,0.002569373,1206,1,0.015141462
URXOP4,0,11,0,0.005935199,0.019105985,3858,-0.056083032,Diethylthiophosphate (ug/L),0.762674292,0.002592017,506,1,0.02812822
URXOP5,0,11,0,0.033146651,0.021545786,3874,-0.047844283,Dimethyldithiophosphate (ug/L),0.76154983,0.002581311,583,0,0.092698261
URXOP6,0,11,0,0.236960063,0.022573097,3891,-0.027174751,Diethyldithiophosphate (ug/L),0.760457495,0.002570033,179,0,0.398963371
URXOPM,0,11,0,0.959808446,0.018094056,2439,0.000923934,3-phenoxybenzoic (ug/L) acid result,0.759760046,0.004100041,343,0,0.987913773
URXOPP,0,25,0,0.831439068,0.019690284,5441,0.00421362,O-Phenyl phenol (ug/L),0.756642716,0.001837897,229,0,0.933247933
URXP01,0,19,0,0.589393396,0.017835775,3142,-0.009783619,1-napthol,0.747507207,0.003182686,2910,0,0.7257456
URXP02,0,19,0,0.025736641,0.017964675,3133,0.04328328,2-napthol,0.748452342,0.003191829,2947,0,0.075831175
URXP03,0,19,0,0.009562811,0.024616602,4307,0.067607273,3-fluorene (ng/L),0.757148365,0.002321802,2463,1,0.038372474
URXP04,0,19,0,0.003775543,0.023008437,4324,0.071549014,2-fluorene (ng/L),0.75644156,0.002312673,3142,1,0.018877714
URXP05,0,19,0,0.012494374,0.017513806,4248,0.046197714,3-phenanthrene (ng/L),0.760136221,0.002354049,2182,1,0.045812706
URXP06,0,19,0,0.125300633,0.022118413,4271,0.034761637,1-phenanthrene (ng/L),0.759590053,0.002341372,2392,0,0.247600053
URXP07,0,19,0,0.018248386,0.017166166,4234,0.042573196,2-phenanthrene (ng/L),0.761196427,0.002361833,1866,0,0.057903533
URXP08,0,19,0,0.574885795,0.03296089,4122,-0.018666897,1-benzo[c] phenanthrene (ng/L),0.768392983,0.002426007,328,0,0.715895518
URXP09,0,19,0,0.875366649,0.041913261,1175,0.00700553,3-fluoranthene (ng/L),0.893496477,0.008510638,473,0,0.947118014
URXP10,0,19,0,0.003075353,0.017703379,4313,0.056427342,1-pyrene (ng/L),0.756666452,0.002318572,1917,1,0.01585729
URXP11,0,19,0,0.179556946,0.025775706,4104,-0.035321856,2-benzo[c] phenanthrene (ng/L),0.769003406,0.002436647,221,0,0.327369018
URXP12,0,19,0,0.546167454,0.020370576,4063,0.012418276,1-benzo[a] anthracene (ng/L),0.771027437,0.002461236,176,0,0.693212538
URXP13,0,19,0,0.098531615,0.025130091,4177,-0.042685672,6-chrysene (ng/L),0.764505558,0.002394063,270,0,0.208432263
URXP14,0,19,0,0.918089143,0.018673729,4122,0.001934749,3-benzo[c] phenanthrene (ng/L),0.767814689,0.002426007,172,0,0.977320701
URXP15,0,19,0,0.057841246,0.019395728,4128,-0.038078302,3-chrysene (ng/L),0.767140012,0.002422481,175,0,0.143165947
URXP16,0,19,0,0.95305809,0.033620519,4086,0.001993793,3-benz[a] anthracene (ng/L),0.770898927,0.002447381,209,0,0.987913773
URXP17,0,19,0,0.386106466,0.024713805,3088,0.021898334,9-fluorene,0.751949341,0.003238342,1991,0,0.551580666
URXP19,0,19,0,0.51877809,0.029536595,3052,0.019400498,4-phenanthrene,0.755021029,0.00327654,972,0,0.668737382
URXP20,0,19,0,0.009137729,0.025080732,2959,-0.072379526,1-chrysene,0.763385473,0.00337952,381,1,0.037227785
URXP21,0,19,0,0.972279383,0.040922137,2944,0.001439931,2-chrysene,0.764236095,0.003396739,105,0,0.989481262
URXP22,0,19,0,0.177532993,0.020928327,2984,0.029250264,4-chrysene,0.760266528,0.003351206,123,0,0.325477154
URXP24,0,19,0,0.065788365,0.022050524,2935,-0.042919768,3-benzo(a) pyrene,0.764047068,0.003407155,317,0,0.157320004
URXPAR,0,25,0,0.187960654,0.024907475,2396,-0.034018003,Paranitrophenol (ug/L),0.763664064,0.004173623,376,0,0.338945442
URXPCP,0,25,0,0.213322249,0.018055109,3833,0.0228985,Pentachlorophenol (ug/L),0.763027694,0.002608923,351,0,0.366647615
URXTCC,0,25,0,0.741198639,0.021410818,3810,-0.007129241,"Dichlorvinyl dimeth-prop carboacid, ug/L",0.76485896,0.002624672,290,0,0.864295233
URXTRS,0,25,0,0.044632056,0.022435812,3016,0.048070707,Urinary Triclosan (ng/mL),0.752564729,0.00331565,971,0,0.116188339
URXUAB,0,16,0,2.01E-05,0.022557817,3143,-0.125004601,Urinary Arsenobetaine (ug/L),0.747874939,0.003181674,864,1,0.00024517
URXUAC,0,16,0,0.353944307,0.0238008,3143,-0.022587132,Urinary Arsenocholine (ug/L),0.747874939,0.003181674,52,0,0.521435809
URXUAS,0,16,0,5.00E-06,0.022237301,3127,-0.137192337,Urinary total Arsenic (ug/L),0.749242794,0.003197953,1534,1,6.88E-05
URXUAS3,0,16,0,0.495817165,0.020082178,3143,-0.013932051,Urinary Arsenous acid (ug/L),0.747874939,0.003181674,60,0,0.661493485
URXUAS5,0,16,0,0.891339028,0.029919328,3143,-0.004139657,Urinary Arsenic acid (ug/L),0.747874939,0.003181674,65,0,0.961247971
URXUBA,0,16,0,0.516068065,0.0150959,5834,0.009875118,"Barium, urine (ng/mL)",0.758788639,0.00171409,840,0,0.668737382
URXUCD,0,16,0,0.014871249,0.013816898,5844,0.034882161,"Cadmium, urine (ng/mL)",0.757293726,0.001711157,3303,0,0.051370559
URXUCO,0,16,0,0.012074917,0.01772488,5961,0.046205386,"Cobalt, urine (ng/mL)",0.751916864,0.001677571,878,1,0.045164167
URXUCR,0,4,0,8.19E-09,0.009616823,18171,0.0667488,"Creatinine, urine (mg/dL)",0.238993104,0.000550327,471,1,2.70E-07
URXUCRSI,0,4,0,4.62E-06,0.011898086,13430,0.064716316,"Creatinine, urine (umol/L)",0.238000386,0.000744602,461,1,6.88E-05
URXUCS,0,16,0,0.017458806,0.01831547,5960,-0.045060006,"Cesium, urine (ng/mL)",0.751940975,0.001677852,1312,0,0.056484371
URXUDMA,0,16,0,1.88E-06,0.021910605,3143,-0.145176222,Urinary Dimethylarsonic acid (ug/L),0.747874939,0.003181674,706,1,3.13E-05
URXUHG,0,16,0,0.030264691,0.016141857,5865,-0.036018322,"Mercury, urine (ng/mL)",0.787240199,0.00170503,598,0,0.086795903
URXUIO,0,16,0,0.072211386,0.018182326,4729,0.033706402,"Iodine, urine (ng/mL)",0.745723444,0.002114612,1946,0,0.16664166
URXUMA,0,4,0,3.16E-09,0.009078796,18172,0.065440967,"Albumin, urine (ug/mL)",0.238993104,0.000550297,1593,1,1.16E-07
URXUMASI,0,4,0,1.14E-06,0.010835845,13431,0.063997609,"Albumin, urine (mg/L) SI",0.237968258,0.000744546,1377,1,2.21E-05
URXUMMA,0,16,0,0.014279108,0.018815307,3142,-0.050493877,Urinary Monomethylacrsonic acid (ug/L),0.747923791,0.003182686,182,0,0.050251859
URXUMO,0,16,0,0.375315468,0.016851849,5854,0.015077539,"Molybdenum, urine (ng/mL)",0.756932054,0.001708234,1604,0,0.540847618
URXUPB,0,16,0,0.270562055,0.012679879,5961,-0.014129917,"Lead, urine (ng/mL)",0.751916864,0.001677571,402,0,0.429257107
URXUPT,0,16,0,0.97748755,0.020855293,5961,-0.000591526,"Platinum, urine (ng/mL)",0.751916864,0.001677571,49,0,0.989481262
URXUSB,0,16,0,3.04E-05,0.018540177,5866,0.085221545,"Antimony, urine (ng/mL)",0.756473935,0.001704739,375,1,0.000313271
URXUTL,0,16,0,0.00020496,0.014701941,5919,-0.058995944,"Thallium, urine (ng/mL)",0.754062786,0.001689475,472,1,0.001649679
URXUTU,0,16,0,0.451853314,0.017422646,5888,0.013213063,"Tungsten, urine (ng/mL)",0.75589526,0.00169837,478,0,0.623897881
URXUUR,0,16,0,0.986073069,0.035224687,4681,0.00061928,"Uranium, urinary (ug/L)",0.75172173,0.002136296,392,0,0.99208571
any_cancer_self_report,0,13,1,7.58E-06,0.035394775,16586,0.17717787,Any cancer or malignancy?,0.510970729,0.007062147,2,1,9.63E-05
any_diabetes,0,13,1,0.107159084,0.03883811,18370,-0.063741281,Any Diabetes (FBG >= 126 mg/dL or self-report),0.054443748,0.005186722,2,0,0.22436294
any_family_cad,0,13,1,2.40E-05,0.019026771,16251,0.088804808,Any family with heart attack or angina?,0.52230313,0.00210837,2,1,0.000272607
any_ht,0,13,1,0.87119382,0.027778652,18432,-0.004527743,Any Hypertension? (BP >= 139/90 or self report),0.400395428,0.001814882,2,0,0.947118014
ascvd_10y_accaha_lab,0,13,0,2.72E-05,0.005817732,14055,0.026934012,ACC/AHA Risk Score 10 years,0.623065053,0.000711491,14052,1,0.000299119
ascvd_10y_frs_lab,0,13,0,4.96E-06,0.003144728,14055,0.016130647,Framingham Risk Score 10 years,0.623065053,0.000711491,14050,1,6.88E-05
ascvd_10y_frs_simple_lab,0,13,0,0.010159871,0.002555523,14521,0.006833069,Simple Framingham Risk Score 10 years,0.6084776,0.000688658,14516,1,0.039913777
cad,0,13,1,0.302266772,0.049189018,16526,0.051282713,Any CAD (self report),0.513357766,0.013908206,2,0,0.463367206
current_asthma,0,13,1,0.079898894,0.045533482,17356,0.081431003,Current asthma?,0.104933211,0.009149131,2,0,0.178152939
ever_arthritis,0,13,1,0.000524389,0.02511395,16578,0.093246646,Ever arthritis?,0.511163621,0.002372479,2,1,0.003605177
ever_asthma,0,13,1,0.234132986,0.02957343,18492,0.035624998,Ever asthma?,0.050513575,0.004486317,2,0,0.396225053
ever_osteo_arthritis,0,13,1,0.351847401,0.04175093,13669,0.039244325,Ever osteo arthritis?,0.598784781,0.007656968,2,0,0.520671042
ever_rheumatoid_arthritis,0,13,1,0.138881138,0.058863254,13289,0.088557596,Ever rheumatoid arthritis?,0.609225057,0.010799136,2,0,0.264917779
metabolic_syndrome,0,13,1,0.000198729,0.026665668,15253,0.107262379,Metabolic Syndrome (examination+questions),0.409847133,0.001642845,2,1,0.001639517
metabolic_syndrome_examination,0,13,1,0.007391733,0.027845156,14382,0.077823912,Metabolic Syndrome (examination),0.43890148,0.002272211,2,1,0.032317062
physical_activity,0,29,1,0.482397791,0.026662935,17112,-0.018873106,Physical Activity (MET-based rank),0.447219945,0.003286231,4,0,0.652423242
t2d,0,13,1,0.843390796,0.055573881,8707,-0.011037444,Fasting Glucose (mg/dL) >= 126,0.692023919,0.012755102,2,0,0.93331026
